3009
tr_chr1_80290_80489_111	80289	80488	80287	1	1	70	43
tr_chr1_83839_84038_272	83838	84037	80488	1	1	71	98
tr_chr1_84040_84239_273	84039	84238	84037	1	1	72	98
tr_chr1_84241_84440_274	84240	84439	84238	1	1	73	98
tr_chr1_84442_84641_275	84441	84640	84439	1	1	74	98
tr_chr1_86908_87107_60	86907	87106	84640	1	1	75	28
tr_chr1_87109_87308_61	87108	87307	87106	1	1	76	28
tr_chr1_104939_105138_59	104938	105137	87307	1	1	77	27
tr_chr1_107464_107663_276	107463	107662	105137	1	1	78	99
tr_chr1_107665_107864_277	107664	107863	107662	1	1	79	99
tr_chr1_107866_108065_278	107865	108064	107863	1	1	80	99
tr_chr1_108067_108266_279	108066	108265	108064	1	1	81	99
tr_chr1_116491_116690_36	116490	116689	108265	1	1	82	15
tr_chr1_116644_116843_119	116643	116842	116689	1	1	83	46
tr_chr1_116845_117044_120	116844	117043	116842	1	1	84	46
tr_chr1_117046_117245_121	117045	117244	117043	1	1	85	46
tr_chr1_117247_117446_122	117246	117445	117244	1	1	86	46
tr_chr1_121744_121943_8	121743	121942	117445	1	1	87	3
tr_chr1_123483_123682_142	123482	123681	121942	1	1	88	55
tr_chr1_123684_123883_143	123683	123882	123681	1	1	89	55
tr_chr1_123885_124084_144	123884	124083	123882	1	1	90	55
tr_chr1_133287_133486_13	133286	133485	124083	1	1	91	5
tr_chr1_133488_133687_14	133487	133686	133485	1	1	92	5
tr_chr1_145117_145316_16	145116	145315	133686	1	1	93	7
tr_chr1_145318_145517_17	145317	145516	145315	1	1	94	7
tr_chr1_145519_145718_18	145518	145717	145516	1	1	95	7
tr_chr1_146671_146870_95	146670	146869	145717	1	1	96	39
tr_chr1_146872_147071_96	146871	147070	146869	1	1	97	39
tr_chr1_152371_152570_68	152370	152569	147070	1	1	98	31
tr_chr1_152572_152771_69	152571	152770	152569	1	1	99	31
tr_chr1_152773_152972_70	152772	152971	152770	1	1	100	31
tr_chr1_152974_153173_71	152973	153172	152971	1	1	101	31
tr_chr1_158144_158343_45	158143	158342	153172	1	1	102	18
tr_chr1_158633_158832_76	158632	158831	158342	1	1	103	33
tr_chr1_158834_159033_77	158833	159032	158831	1	1	104	33
tr_chr1_159035_159234_78	159034	159233	159032	1	1	105	33
tr_chr1_159236_159435_79	159235	159434	159233	1	1	106	33
tr_chr1_159437_159636_80	159436	159635	159434	1	1	107	33
tr_chr1_159621_159820_126	159620	159819	159635	1	1	108	48
tr_chr1_159822_160021_127	159821	160020	159819	1	1	109	48
tr_chr1_160023_160222_128	160022	160221	160020	1	1	110	48
tr_chr1_162783_162982_173	162782	162981	160221	1	1	111	65
tr_chr1_171888_172087_64	171887	172086	162981	1	1	112	30
tr_chr1_172089_172288_65	172088	172287	172086	1	1	113	30
tr_chr1_172290_172489_66	172289	172488	172287	1	1	114	30
tr_chr1_172491_172690_67	172490	172689	172488	1	1	115	30
tr_chr1_172657_172856_165	172656	172855	172689	1	1	116	62
tr_chr1_174636_174835_50	174635	174834	172855	1	1	117	22
tr_chr1_174837_175036_51	174836	175035	174834	1	1	118	22
tr_chr1_175870_176069_166	175869	176068	175035	1	1	119	63
tr_chr1_176071_176270_167	176070	176269	176068	1	1	120	63
tr_chr1_176272_176471_168	176271	176470	176269	1	1	121	63
tr_chr1_176473_176672_169	176472	176671	176470	1	1	122	63
tr_chr1_182031_182230_88	182030	182229	176671	1	1	123	36
tr_chr1_182232_182431_89	182231	182430	182229	1	1	124	36
tr_chr1_186168_186367_251	186167	186366	182430	1	1	125	87
tr_chr1_201840_202039_261	201839	202038	186366	1	1	126	91
tr_chr1_203462_203661_47	203461	203660	202038	1	1	127	20
tr_chr1_203663_203862_48	203662	203861	203660	1	1	128	20
tr_chr1_206847_207046_0	206846	207045	203861	1	1	129	0
tr_chr1_207048_207247_1	207047	207246	207045	1	1	130	0
tr_chr1_207249_207448_2	207248	207447	207246	1	1	131	0
tr_chr1_208065_208264_214	208064	208263	207447	1	1	132	77
tr_chr1_208266_208465_215	208265	208464	208263	1	1	133	77
tr_chr1_208467_208666_216	208466	208665	208464	1	1	134	77
tr_chr1_208668_208867_217	208667	208866	208665	1	1	135	77
tr_chr1_208869_209068_218	208868	209067	208866	1	1	136	77
tr_chr1_210152_210351_223	210151	210350	209067	1	1	137	80
tr_chr1_210353_210552_224	210352	210551	210350	1	1	138	80
tr_chr1_210554_210753_225	210553	210752	210551	1	1	139	80
tr_chr1_210755_210954_226	210754	210953	210752	1	1	140	80
tr_chr1_210944_211143_209	210943	211142	210953	1	1	141	75
tr_chr1_211145_211344_210	211144	211343	211142	1	1	142	75
tr_chr1_211346_211545_211	211345	211544	211343	1	1	143	75
tr_chr1_222560_222759_114	222559	222758	211544	1	1	144	45
tr_chr1_222761_222960_115	222760	222959	222758	1	1	145	45
tr_chr1_222962_223161_116	222961	223160	222959	1	1	146	45
tr_chr1_223163_223362_117	223162	223361	223160	1	1	147	45
tr_chr1_223364_223563_118	223363	223562	223361	1	1	148	45
tr_chr1_236477_236676_170	236476	236675	223562	1	1	149	64
tr_chr1_236678_236877_171	236677	236876	236675	1	1	150	64
tr_chr1_236879_237078_172	236878	237077	236876	1	1	151	64
tr_chr1_239058_239257_270	239057	239256	237077	1	1	152	96
tr_chr1_255486_255685_205	255485	255684	239256	1	1	153	74
tr_chr1_255687_255886_206	255686	255885	255684	1	1	154	74
tr_chr1_255888_256087_207	255887	256086	255885	1	1	155	74
tr_chr1_256089_256288_208	256088	256287	256086	1	1	156	74
tr_chr1_280334_280533_53	280333	280532	256287	1	1	157	24
tr_chr1_282258_282457_145	282257	282456	280532	1	1	158	56
tr_chr1_288860_289059_183	288859	289058	282456	1	1	159	69
tr_chr1_289061_289260_184	289060	289259	289058	1	1	160	69
tr_chr1_289262_289461_185	289261	289460	289259	1	1	161	69
tr_chr1_289463_289662_186	289462	289661	289460	1	1	162	69
tr_chr1_289664_289863_187	289663	289862	289661	1	1	163	69
tr_chr1_290445_290644_112	290444	290643	289862	1	1	164	44
tr_chr1_290646_290845_113	290645	290844	290643	1	1	165	44
tr_chr1_291773_291972_27	291772	291971	290844	1	1	166	10
tr_chr1_291974_292173_28	291973	292172	291971	1	1	167	10
tr_chr1_292175_292374_29	292174	292373	292172	1	1	168	10
tr_chr1_296375_296574_134	296374	296573	292373	1	1	169	52
tr_chr1_296576_296775_135	296575	296774	296573	1	1	170	52
tr_chr1_304733_304932_197	304732	304931	296774	1	1	171	72
tr_chr1_304934_305133_198	304933	305132	304931	1	1	172	72
tr_chr1_305135_305334_199	305134	305333	305132	1	1	173	72
tr_chr1_306296_306495_131	306295	306494	305333	1	1	174	50
tr_chr1_306497_306696_132	306496	306695	306494	1	1	175	50
tr_chr1_308941_309140_252	308940	309139	306695	1	1	176	88
tr_chr1_309142_309341_253	309141	309340	309139	1	1	177	88
tr_chr1_309343_309542_254	309342	309541	309340	1	1	178	88
tr_chr1_309544_309743_255	309543	309742	309541	1	1	179	88
tr_chr1_309745_309944_256	309744	309943	309742	1	1	180	88
tr_chr1_309899_310098_188	309898	310097	309943	1	1	181	70
tr_chr1_310100_310299_189	310099	310298	310097	1	1	182	70
tr_chr1_310301_310500_190	310300	310499	310298	1	1	183	70
tr_chr1_310502_310701_191	310501	310700	310499	1	1	184	70
tr_chr1_310703_310902_192	310702	310901	310700	1	1	185	70
tr_chr1_318585_318784_15	318584	318783	310901	1	1	186	6
tr_chr1_319590_319789_151	319589	319788	318783	1	1	187	58
tr_chr1_319791_319990_152	319790	319989	319788	1	1	188	58
tr_chr1_319949_320148_133	319948	320147	319989	1	1	189	51
tr_chr1_319992_320191_153	319991	320190	320147	1	1	190	58
tr_chr1_320193_320392_154	320192	320391	320190	1	1	191	58
tr_chr1_320394_320593_155	320393	320592	320391	1	1	192	58
tr_chr1_325801_326000_179	325800	325999	320592	1	1	193	68
tr_chr1_326002_326201_180	326001	326200	325999	1	1	194	68
tr_chr1_326203_326402_181	326202	326401	326200	1	1	195	68
tr_chr1_326404_326603_182	326403	326602	326401	1	1	196	68
tr_chr1_327005_327204_33	327004	327203	326602	1	1	197	12
tr_chr1_328513_328712_271	328512	328711	327203	1	1	198	97
tr_chr1_336476_336675_174	336475	336674	328711	1	1	199	66
tr_chr1_338157_338356_42	338156	338355	336674	1	1	200	17
tr_chr1_338358_338557_43	338357	338556	338355	1	1	201	17
tr_chr1_338559_338758_44	338558	338757	338556	1	1	202	17
tr_chr1_342845_343044_102	342844	343043	338757	1	1	203	41
tr_chr1_343046_343245_103	343045	343244	343043	1	1	204	41
tr_chr1_354444_354643_193	354443	354642	343244	1	1	205	71
tr_chr1_354645_354844_194	354644	354843	354642	1	1	206	71
tr_chr1_354846_355045_195	354845	355044	354843	1	1	207	71
tr_chr1_355047_355246_196	355046	355245	355044	1	1	208	71
tr_chr1_365184_365383_220	365183	365382	355245	1	1	209	79
tr_chr1_365385_365584_221	365384	365583	365382	1	1	210	79
tr_chr1_365586_365785_222	365585	365784	365583	1	1	211	79
tr_chr1_373987_374186_162	373986	374185	365784	1	1	212	61
tr_chr1_374188_374387_163	374187	374386	374185	1	1	213	61
tr_chr1_374389_374588_164	374388	374587	374386	1	1	214	61
tr_chr1_377620_377819_200	377619	377818	374587	1	1	215	73
tr_chr1_377821_378020_201	377820	378019	377818	1	1	216	73
tr_chr1_378022_378221_202	378021	378220	378019	1	1	217	73
tr_chr1_378223_378422_203	378222	378421	378220	1	1	218	73
tr_chr1_378424_378623_204	378423	378622	378421	1	1	219	73
tr_chr1_379560_379759_232	379559	379758	378622	1	1	220	83
tr_chr1_379761_379960_233	379760	379959	379758	1	1	221	83
tr_chr1_379962_380161_234	379961	380160	379959	1	1	222	83
tr_chr1_380163_380362_235	380162	380361	380160	1	1	223	83
tr_chr1_382642_382841_227	382641	382840	380361	1	1	224	81
tr_chr1_382843_383042_228	382842	383041	382840	1	1	225	81
tr_chr1_383044_383243_229	383043	383242	383041	1	1	226	81
tr_chr1_394809_395008_52	394808	395007	383242	1	1	227	23
tr_chr1_397853_398052_146	397852	398051	395007	1	1	228	57
tr_chr1_398054_398253_147	398053	398252	398051	1	1	229	57
tr_chr1_398072_398271_49	398071	398270	398252	1	1	230	21
tr_chr1_398255_398454_148	398254	398453	398270	1	1	231	57
tr_chr1_398456_398655_149	398455	398654	398453	1	1	232	57
tr_chr1_398657_398856_150	398656	398855	398654	1	1	233	57
tr_chr1_403536_403735_246	403535	403734	398855	1	1	234	86
tr_chr1_403737_403936_247	403736	403935	403734	1	1	235	86
tr_chr1_403938_404137_248	403937	404136	403935	1	1	236	86
tr_chr1_404139_404338_249	404138	404337	404136	1	1	237	86
tr_chr1_404340_404539_250	404339	404538	404337	1	1	238	86
tr_chr1_405240_405439_90	405239	405438	404538	1	1	239	37
tr_chr1_405441_405640_91	405440	405639	405438	1	1	240	37
tr_chr1_405642_405841_92	405641	405840	405639	1	1	241	37
tr_chr1_410128_410327_260	410127	410326	405840	1	1	242	90
tr_chr1_411220_411419_262	411219	411418	410326	1	1	243	92
tr_chr1_426444_426643_55	426443	426642	411418	1	1	244	26
tr_chr1_426645_426844_56	426644	426843	426642	1	1	245	26
tr_chr1_426846_427045_57	426845	427044	426843	1	1	246	26
tr_chr1_427047_427246_58	427046	427245	427044	1	1	247	26
tr_chr1_431720_431919_241	431719	431918	427245	1	1	248	85
tr_chr1_431921_432120_242	431920	432119	431918	1	1	249	85
tr_chr1_432122_432321_243	432121	432320	432119	1	1	250	85
tr_chr1_432323_432522_244	432322	432521	432320	1	1	251	85
tr_chr1_432524_432723_245	432523	432722	432521	1	1	252	85
tr_chr1_434768_434967_3	434767	434966	432722	1	1	253	1
tr_chr1_435082_435281_230	435081	435280	434966	1	1	254	82
tr_chr1_435283_435482_231	435282	435481	435280	1	1	255	82
tr_chr1_440131_440330_264	440130	440329	435481	1	1	256	94
tr_chr1_440332_440531_265	440331	440530	440329	1	1	257	94
tr_chr1_440533_440732_266	440532	440731	440530	1	1	258	94
tr_chr1_440734_440933_267	440733	440932	440731	1	1	259	94
tr_chr1_440935_441134_268	440934	441133	440932	1	1	260	94
tr_chr1_448435_448634_35	448434	448633	441133	1	1	261	14
tr_chr1_451258_451457_129	451257	451456	448633	1	1	262	49
tr_chr1_451459_451658_130	451458	451657	451456	1	1	263	49
tr_chr1_458344_458543_37	458343	458542	451657	1	1	264	16
tr_chr1_458545_458744_38	458544	458743	458542	1	1	265	16
tr_chr1_458746_458945_39	458745	458944	458743	1	1	266	16
tr_chr1_458947_459146_40	458946	459145	458944	1	1	267	16
tr_chr1_459148_459347_41	459147	459346	459145	1	1	268	16
tr_chr1_465380_465579_104	465379	465578	459346	1	1	269	42
tr_chr1_465581_465780_105	465580	465779	465578	1	1	270	42
tr_chr1_465739_465938_219	465738	465937	465779	1	1	271	78
tr_chr1_465782_465981_106	465781	465980	465937	1	1	272	42
tr_chr1_469375_469574_62	469374	469573	465980	1	1	273	29
tr_chr1_469576_469775_63	469575	469774	469573	1	1	274	29
tr_chr1_477132_477331_157	477131	477330	469774	1	1	275	60
tr_chr1_477333_477532_158	477332	477531	477330	1	1	276	60
tr_chr1_477534_477733_159	477533	477732	477531	1	1	277	60
tr_chr1_477735_477934_160	477734	477933	477732	1	1	278	60
tr_chr1_477936_478135_161	477935	478134	477933	1	1	279	60
tr_chr2_9775_9974_409	534062	534261	478134	1	1	280	49
tr_chr2_9976_10175_410	534263	534462	534261	1	1	281	49
tr_chr2_10177_10376_411	534464	534663	534462	1	1	282	49
tr_chr2_10378_10577_412	534665	534864	534663	1	1	283	49
tr_chr2_14121_14320_399	538408	538607	534864	1	1	284	45
tr_chr2_14322_14521_400	538609	538808	538607	1	1	285	45
tr_chr2_14523_14722_401	538810	539009	538808	1	1	286	45
tr_chr2_14578_14777_478	538865	539064	539009	1	1	287	69
tr_chr2_14779_14978_479	539066	539265	539064	1	1	288	69
tr_chr2_14980_15179_480	539267	539466	539265	1	1	289	69
tr_chr2_35036_35235_306	559323	559522	539466	1	1	290	11
tr_chr2_35237_35436_307	559524	559723	559522	1	1	291	11
tr_chr2_35329_35528_314	559616	559815	559723	1	1	292	14
tr_chr2_35530_35729_315	559817	560016	559815	1	1	293	14
tr_chr2_35731_35930_316	560018	560217	560016	1	1	294	14
tr_chr2_35932_36131_317	560219	560418	560217	1	1	295	14
tr_chr2_36133_36332_318	560420	560619	560418	1	1	296	14
tr_chr2_37105_37304_299	561392	561591	560619	1	1	297	8
tr_chr2_37306_37505_300	561593	561792	561591	1	1	298	8
tr_chr2_37507_37706_301	561794	561993	561792	1	1	299	8
tr_chr2_42908_43107_397	567195	567394	561993	1	1	300	43
tr_chr2_44300_44499_430	568587	568786	567394	1	1	301	55
tr_chr2_44435_44634_372	568722	568921	568786	1	1	302	35
tr_chr2_44501_44700_431	568788	568987	568921	1	1	303	55
tr_chr2_44636_44835_373	568923	569122	568987	1	1	304	35
tr_chr2_44702_44901_432	568989	569188	569122	1	1	305	55
tr_chr2_44825_45024_458	569112	569311	569188	1	1	306	63
tr_chr2_44837_45036_374	569124	569323	569311	1	1	307	35
tr_chr2_44903_45102_433	569190	569389	569323	1	1	308	55
tr_chr2_45026_45225_459	569313	569512	569389	1	1	309	63
tr_chr2_45038_45237_375	569325	569524	569512	1	1	310	35
tr_chr2_45104_45303_434	569391	569590	569524	1	1	311	55
tr_chr2_45227_45426_460	569514	569713	569590	1	1	312	63
tr_chr2_45239_45438_376	569526	569725	569713	1	1	313	35
tr_chr2_52780_52979_508	577067	577266	569725	1	1	314	77
tr_chr2_52981_53180_509	577268	577467	577266	1	1	315	77
tr_chr2_55963_56162_554	580250	580449	577467	1	1	316	91
tr_chr2_56164_56363_555	580451	580650	580449	1	1	317	91
tr_chr2_58045_58244_568	582332	582531	580650	1	1	318	95
tr_chr2_59037_59236_355	583324	583523	582531	1	1	319	30
tr_chr2_59238_59437_356	583525	583724	583523	1	1	320	30
tr_chr2_59439_59638_357	583726	583925	583724	1	1	321	30
tr_chr2_59640_59839_358	583927	584126	583925	1	1	322	30
tr_chr2_59841_60040_359	584128	584327	584126	1	1	323	30
tr_chr2_60178_60377_451	584465	584664	584327	1	1	324	61
tr_chr2_60379_60578_452	584666	584865	584664	1	1	325	61
tr_chr2_64568_64767_443	588855	589054	584865	1	1	326	59
tr_chr2_64769_64968_444	589056	589255	589054	1	1	327	59
tr_chr2_64970_65169_445	589257	589456	589255	1	1	328	59
tr_chr2_65171_65370_446	589458	589657	589456	1	1	329	59
tr_chr2_74881_75080_415	599168	599367	589657	1	1	330	51
tr_chr2_75082_75281_416	599369	599568	599367	1	1	331	51
tr_chr2_75283_75482_417	599570	599769	599568	1	1	332	51
tr_chr2_75484_75683_418	599771	599970	599769	1	1	333	51
tr_chr2_80349_80548_334	604636	604835	599970	1	1	334	20
tr_chr2_80550_80749_335	604837	605036	604835	1	1	335	20
tr_chr2_85031_85230_419	609318	609517	605036	1	1	336	52
tr_chr2_85485_85684_569	609772	609971	609517	1	1	337	96
tr_chr2_85686_85885_570	609973	610172	609971	1	1	338	96
tr_chr2_85887_86086_571	610174	610373	610172	1	1	339	96
tr_chr2_99848_100047_396	624135	624334	610373	1	1	340	42
tr_chr2_101795_101994_312	626082	626281	624334	1	1	341	13
tr_chr2_101996_102195_313	626283	626482	626281	1	1	342	13
tr_chr2_106418_106617_352	630705	630904	626482	1	1	343	29
tr_chr2_106619_106818_353	630906	631105	630904	1	1	344	29
tr_chr2_106820_107019_354	631107	631306	631105	1	1	345	29
tr_chr2_116486_116685_435	640773	640972	631306	1	1	346	56
tr_chr2_127520_127719_348	651807	652006	640972	1	1	347	27
tr_chr2_128874_129073_500	653161	653360	652006	1	1	348	75
tr_chr2_129075_129274_501	653362	653561	653360	1	1	349	75
tr_chr2_129276_129475_502	653563	653762	653561	1	1	350	75
tr_chr2_129477_129676_503	653764	653963	653762	1	1	351	75
tr_chr2_129678_129877_504	653965	654164	653963	1	1	352	75
tr_chr2_131405_131604_360	655692	655891	654164	1	1	353	31
tr_chr2_131606_131805_361	655893	656092	655891	1	1	354	31
tr_chr2_131807_132006_362	656094	656293	656092	1	1	355	31
tr_chr2_133665_133864_319	657952	658151	656293	1	1	356	15
tr_chr2_133866_134065_320	658153	658352	658151	1	1	357	15
tr_chr2_134067_134266_321	658354	658553	658352	1	1	358	15
tr_chr2_134268_134467_322	658555	658754	658553	1	1	359	15
tr_chr2_134469_134668_323	658756	658955	658754	1	1	360	15
tr_chr2_140886_141085_472	665173	665372	658955	1	1	361	67
tr_chr2_141087_141286_473	665374	665573	665372	1	1	362	67
tr_chr2_141288_141487_474	665575	665774	665573	1	1	363	67
tr_chr2_148182_148381_347	672469	672668	665774	1	1	364	26
tr_chr2_150020_150219_453	674307	674506	672668	1	1	365	62
tr_chr2_150221_150420_454	674508	674707	674506	1	1	366	62
tr_chr2_150422_150621_455	674709	674908	674707	1	1	367	62
tr_chr2_150623_150822_456	674910	675109	674908	1	1	368	62
tr_chr2_150824_151023_457	675111	675310	675109	1	1	369	62
tr_chr2_151744_151943_349	676031	676230	675310	1	1	370	28
tr_chr2_151945_152144_350	676232	676431	676230	1	1	371	28
tr_chr2_152146_152345_351	676433	676632	676431	1	1	372	28
tr_chr2_163682_163881_379	687969	688168	676632	1	1	373	37
tr_chr2_163883_164082_380	688170	688369	688168	1	1	374	37
tr_chr2_164084_164283_381	688371	688570	688369	1	1	375	37
tr_chr2_164285_164484_382	688572	688771	688570	1	1	376	37
tr_chr2_164486_164685_383	688773	688972	688771	1	1	377	37
tr_chr2_173236_173435_308	697523	697722	688972	1	1	378	12
tr_chr2_173437_173636_309	697724	697923	697722	1	1	379	12
tr_chr2_173638_173837_310	697925	698124	697923	1	1	380	12
tr_chr2_173839_174038_311	698126	698325	698124	1	1	381	12
tr_chr2_186312_186511_402	710599	710798	698325	1	1	382	46
tr_chr2_186513_186712_403	710800	710999	710798	1	1	383	46
tr_chr2_186714_186913_404	711001	711200	710999	1	1	384	46
tr_chr2_186915_187114_405	711202	711401	711200	1	1	385	46
tr_chr2_187850_188049_332	712137	712336	711401	1	1	386	19
tr_chr2_188051_188250_333	712338	712537	712336	1	1	387	19
tr_chr2_190952_191151_420	715239	715438	712537	1	1	388	53
tr_chr2_191153_191352_421	715440	715639	715438	1	1	389	53
tr_chr2_191354_191553_422	715641	715840	715639	1	1	390	53
tr_chr2_191555_191754_423	715842	716041	715840	1	1	391	53
tr_chr2_191756_191955_424	716043	716242	716041	1	1	392	53
tr_chr2_192740_192939_339	717027	717226	716242	1	1	393	22
tr_chr2_192941_193140_340	717228	717427	717226	1	1	394	22
tr_chr2_198463_198662_343	722750	722949	717427	1	1	395	25
tr_chr2_198664_198863_344	722951	723150	722949	1	1	396	25
tr_chr2_198865_199064_345	723152	723351	723150	1	1	397	25
tr_chr2_199066_199265_346	723353	723552	723351	1	1	398	25
tr_chr2_206722_206921_481	731009	731208	723552	1	1	399	70
tr_chr2_206923_207122_482	731210	731409	731208	1	1	400	70
tr_chr2_207124_207323_483	731411	731610	731409	1	1	401	70
tr_chr2_207325_207524_484	731612	731811	731610	1	1	402	70
tr_chr2_207526_207725_485	731813	732012	731811	1	1	403	70
tr_chr2_210094_210293_536	734381	734580	732012	1	1	404	86
tr_chr2_212268_212467_486	736555	736754	734580	1	1	405	71
tr_chr2_212469_212668_487	736756	736955	736754	1	1	406	71
tr_chr2_212670_212869_488	736957	737156	736955	1	1	407	71
tr_chr2_212871_213070_489	737158	737357	737156	1	1	408	71
tr_chr2_213259_213458_518	737546	737745	737357	1	1	409	80
tr_chr2_213460_213659_519	737747	737946	737745	1	1	410	80
tr_chr2_213661_213860_520	737948	738147	737946	1	1	411	80
tr_chr2_213862_214061_521	738149	738348	738147	1	1	412	80
tr_chr2_219107_219306_280	743394	743593	738348	1	1	413	0
tr_chr2_225260_225459_293	749547	749746	743593	1	1	414	6
tr_chr2_229569_229768_391	753856	754055	749746	1	1	415	41
tr_chr2_229770_229969_392	754057	754256	754055	1	1	416	41
tr_chr2_229971_230170_393	754258	754457	754256	1	1	417	41
tr_chr2_230172_230371_394	754459	754658	754457	1	1	418	41
tr_chr2_230373_230572_395	754660	754859	754658	1	1	419	41
tr_chr2_231155_231354_324	755442	755641	754859	1	1	420	16
tr_chr2_231356_231555_325	755643	755842	755641	1	1	421	16
tr_chr2_231557_231756_326	755844	756043	755842	1	1	422	16
tr_chr2_231758_231957_327	756045	756244	756043	1	1	423	16
tr_chr2_234086_234285_407	758373	758572	756244	1	1	424	48
tr_chr2_234287_234486_408	758574	758773	758572	1	1	425	48
tr_chr2_237256_237455_464	761543	761742	758773	1	1	426	65
tr_chr2_237289_237488_398	761576	761775	761742	1	1	427	44
tr_chr2_237457_237656_465	761744	761943	761775	1	1	428	65
tr_chr2_237658_237857_466	761945	762144	761943	1	1	429	65
tr_chr2_245258_245457_561	769545	769744	762144	1	1	430	93
tr_chr2_245459_245658_562	769746	769945	769744	1	1	431	93
tr_chr2_245602_245801_342	769889	770088	769945	1	1	432	24
tr_chr2_245660_245859_563	769947	770146	770088	1	1	433	93
tr_chr2_247273_247472_304	771560	771759	770146	1	1	434	10
tr_chr2_247474_247673_305	771761	771960	771759	1	1	435	10
tr_chr2_253511_253710_302	777798	777997	771960	1	1	436	9
