3009
398455	398654	1	57	149
398656	398855	1	57	150
403535	403734	1	86	246
403736	403935	1	86	247
403937	404136	1	86	248
404138	404337	1	86	249
404339	404538	1	86	250
405239	405438	1	37	90
405440	405639	1	37	91
405641	405840	1	37	92
410127	410326	1	90	260
411219	411418	1	92	262
426443	426642	1	26	55
426644	426843	1	26	56
426845	427044	1	26	57
427046	427245	1	26	58
431719	431918	1	85	241
431920	432119	1	85	242
432121	432320	1	85	243
432322	432521	1	85	244
432523	432722	1	85	245
434767	434966	1	1	3
435081	435280	1	82	230
435282	435481	1	82	231
440130	440329	1	94	264
440331	440530	1	94	265
440532	440731	1	94	266
440733	440932	1	94	267
440934	441133	1	94	268
448434	448633	1	14	35
451257	451456	1	49	129
451458	451657	1	49	130
458343	458542	1	16	37
458544	458743	1	16	38
458745	458944	1	16	39
458946	459145	1	16	40
459147	459346	1	16	41
465379	465578	1	42	104
465580	465779	1	42	105
465738	465937	1	78	219
465781	465980	1	42	106
469374	469573	1	29	62
469575	469774	1	29	63
477131	477330	1	60	157
477332	477531	1	60	158
477533	477732	1	60	159
477734	477933	1	60	160
477935	478134	1	60	161
534062	534261	1	49	409
534263	534462	1	49	410
534464	534663	1	49	411
534665	534864	1	49	412
538408	538607	1	45	399
538609	538808	1	45	400
538810	539009	1	45	401
538865	539064	1	69	478
539066	539265	1	69	479
539267	539466	1	69	480
559323	559522	1	11	306
559524	559723	1	11	307
559616	559815	1	14	314
559817	560016	1	14	315
560018	560217	1	14	316
560219	560418	1	14	317
560420	560619	1	14	318
561392	561591	1	8	299
561593	561792	1	8	300
561794	561993	1	8	301
567195	567394	1	43	397
568587	568786	1	55	430
568722	568921	1	35	372
568788	568987	1	55	431
568923	569122	1	35	373
568989	569188	1	55	432
569112	569311	1	63	458
569124	569323	1	35	374
569190	569389	1	55	433
569313	569512	1	63	459
569325	569524	1	35	375
569391	569590	1	55	434
569514	569713	1	63	460
569526	569725	1	35	376
577067	577266	1	77	508
577268	577467	1	77	509
580250	580449	1	91	554
580451	580650	1	91	555
582332	582531	1	95	568
583324	583523	1	30	355
583525	583724	1	30	356
583726	583925	1	30	357
583927	584126	1	30	358
584128	584327	1	30	359
584465	584664	1	61	451
584666	584865	1	61	452
588855	589054	1	59	443
589056	589255	1	59	444
589257	589456	1	59	445
589458	589657	1	59	446
599168	599367	1	51	415
599369	599568	1	51	416
599570	599769	1	51	417
599771	599970	1	51	418
604636	604835	1	20	334
604837	605036	1	20	335
609318	609517	1	52	419
609772	609971	1	96	569
609973	610172	1	96	570
610174	610373	1	96	571
624135	624334	1	42	396
626082	626281	1	13	312
626283	626482	1	13	313
630705	630904	1	29	352
630906	631105	1	29	353
631107	631306	1	29	354
640773	640972	1	56	435
651807	652006	1	27	348
653161	653360	1	75	500
653362	653561	1	75	501
653563	653762	1	75	502
653764	653963	1	75	503
653965	654164	1	75	504
655692	655891	1	31	360
655893	656092	1	31	361
656094	656293	1	31	362
657952	658151	1	15	319
658153	658352	1	15	320
658354	658553	1	15	321
658555	658754	1	15	322
658756	658955	1	15	323
665173	665372	1	67	472
665374	665573	1	67	473
665575	665774	1	67	474
672469	672668	1	26	347
674307	674506	1	62	453
674508	674707	1	62	454
674709	674908	1	62	455
674910	675109	1	62	456
675111	675310	1	62	457
676031	676230	1	28	349
676232	676431	1	28	350
676433	676632	1	28	351
687969	688168	1	37	379
688170	688369	1	37	380
688371	688570	1	37	381
688572	688771	1	37	382
688773	688972	1	37	383
697523	697722	1	12	308
697724	697923	1	12	309
697925	698124	1	12	310
698126	698325	1	12	311
710599	710798	1	46	402
710800	710999	1	46	403
711001	711200	1	46	404
711202	711401	1	46	405
712137	712336	1	19	332
712338	712537	1	19	333
715239	715438	1	53	420
715440	715639	1	53	421
715641	715840	1	53	422
715842	716041	1	53	423
716043	716242	1	53	424
717027	717226	1	22	339
717228	717427	1	22	340
722750	722949	1	25	343
722951	723150	1	25	344
723152	723351	1	25	345
723353	723552	1	25	346
731009	731208	1	70	481
731210	731409	1	70	482
731411	731610	1	70	483
731612	731811	1	70	484
731813	732012	1	70	485
734381	734580	1	86	536
736555	736754	1	71	486
736756	736955	1	71	487
736957	737156	1	71	488
737158	737357	1	71	489
737546	737745	1	80	518
737747	737946	1	80	519
737948	738147	1	80	520
738149	738348	1	80	521
743394	743593	1	0	280
749547	749746	1	6	293
753856	754055	1	41	391
754057	754256	1	41	392
754258	754457	1	41	393
754459	754658	1	41	394
754660	754859	1	41	395
755442	755641	1	16	324
755643	755842	1	16	325
755844	756043	1	16	326
756045	756244	1	16	327
758373	758572	1	48	407
758574	758773	1	48	408
761543	761742	1	65	464
761576	761775	1	44	398
761744	761943	1	65	465
761945	762144	1	65	466
769545	769744	1	93	561
769746	769945	1	93	562
769889	770088	1	24	342
769947	770146	1	93	563
771560	771759	1	10	304
771761	771960	1	10	305
777798	777997	1	9	302
777999	778198	1	9	303
778295	778494	1	85	531
778496	778695	1	85	532
778697	778896	1	85	533
778898	779097	1	85	534
779099	779298	1	85	535
786820	787019	1	68	475
787021	787220	1	68	476
787222	787421	1	68	477
789197	789396	1	23	341
790790	790989	1	64	461
790991	791190	1	64	462
791192	791391	1	64	463
794934	795133	1	32	363
801190	801389	1	98	574
801391	801590	1	98	575
801592	801791	1	98	576
803332	803531	1	7	294
803533	803732	1	7	295
803734	803933	1	7	296
803935	804134	1	7	297
804136	804335	1	7	298
806890	807089	1	94	564
807091	807290	1	94	565
807292	807491	1	94	566
807493	807692	1	94	567
813268	813467	1	83	529
821299	821498	1	72	490
821500	821699	1	72	491
821701	821900	1	72	492
821902	822101	1	72	493
822103	822302	1	72	494
824219	824418	1	33	364
824420	824619	1	33	365
824621	824820	1	33	366
827194	827393	1	99	577
834710	834909	1	74	499
837347	837546	1	1	281
840785	840984	1	89	546
840986	841185	1	89	547
841187	841386	1	89	548
841388	841587	1	89	549
841589	841788	1	89	550
850053	850252	1	2	282
850237	850436	1	66	467
850438	850637	1	66	468
850639	850838	1	66	469
850840	851039	1	66	470
851041	851240	1	66	471
853202	853401	1	84	530
864079	864278	1	87	537
864280	864479	1	87	538
864481	864680	1	87	539
864682	864881	1	87	540
868155	868354	1	73	495
868356	868555	1	73	496
868557	868756	1	73	497
868758	868957	1	73	498
885014	885213	1	47	406
888966	889165	1	82	527
889167	889366	1	82	528
897940	898139	1	57	436
898141	898340	1	57	437
898342	898541	1	57	438
905209	905408	1	78	510
905410	905609	1	78	511
905611	905810	1	78	512
905812	906011	1	78	513
906360	906559	1	81	522
906561	906760	1	81	523
906762	906961	1	81	524
906963	907162	1	81	525
907164	907363	1	81	526
913398	913597	1	40	390
924022	924221	1	79	514
924223	924422	1	79	515
924424	924623	1	79	516
924625	924824	1	79	517
924731	924930	1	60	447
924932	925131	1	60	448
925133	925332	1	60	449
925334	925533	1	60	450
935863	936062	1	88	541
936064	936263	1	88	542
936265	936464	1	88	543
936466	936665	1	88	544
936667	936866	1	88	545
942049	942248	1	54	425
942250	942449	1	54	426
942451	942650	1	54	427
942652	942851	1	54	428
942834	943033	1	3	283
942853	943052	1	54	429
944356	944555	1	50	413
944557	944756	1	50	414
953643	953842	1	21	336
953844	954043	1	21	337
954045	954244	1	21	338
955796	955995	1	4	284
955997	956196	1	4	285
956198	956397	1	4	286
956399	956598	1	4	287
956600	956799	1	4	288
957920	958119	1	97	572
958121	958320	1	97	573
960455	960654	1	34	367
960656	960855	1	34	368
960857	961056	1	34	369
961058	961257	1	34	370
961259	961458	1	34	371
970098	970297	1	39	387
970299	970498	1	39	388
970500	970699	1	39	389
973763	973962	1	58	439
973964	974163	1	58	440
974165	974364	1	58	441
974366	974565	1	58	442
980276	980475	1	36	377
980477	980676	1	36	378
987579	987778	1	92	556
987780	987979	1	92	557
987981	988180	1	92	558
988182	988381	1	92	559
988383	988582	1	92	560
990325	990524	1	38	384
990526	990725	1	38	385
990727	990926	1	38	386
990930	991129	1	5	289
991131	991330	1	5	290
991332	991531	1	5	291
991533	991732	1	5	292
995341	995540	1	90	551
995542	995741	1	90	552
995743	995942	1	90	553
996317	996516	1	17	328
996518	996717	1	17	329
1013272	1013471	1	18	330
1013473	1013672	1	18	331
1017630	1017829	1	76	505
1017831	1018030	1	76	506
1018032	1018231	1	76	507
1050139	1050338	1	81	835
1050340	1050539	1	81	836
1050541	1050740	1	81	837
1050742	1050941	1	81	838
1050943	1051142	1	81	839
1052372	1052571	1	88	859
1052573	1052772	1	88	860
1052774	1052973	1	88	861
1062931	1063130	1	57	760
1063132	1063331	1	57	761
1063333	1063532	1	57	762
1063534	1063733	1	57	763
1063735	1063934	1	57	764
1070925	1071124	1	12	610
1071126	1071325	1	12	611
1071327	1071526	1	12	612
1071825	1072024	1	73	812
1072026	1072225	1	73	813
1072227	1072426	1	73	814
1072428	1072627	1	73	815
1091854	1092053	1	43	717
1092055	1092254	1	43	718
1092256	1092455	1	43	719
1094294	1094493	1	33	686
1094748	1094947	1	47	727
1094949	1095148	1	47	728
1095150	1095349	1	47	729
1095351	1095550	1	47	730
1095552	1095751	1	47	731
1115654	1115853	1	83	844
1115855	1116054	1	83	845
1116056	1116255	1	83	846
1116257	1116456	1	83	847
1116458	1116657	1	83	848
1147009	1147208	1	99	899
1147210	1147409	1	99	900
1155444	1155643	1	87	858
1159231	1159430	1	52	746
1159608	1159807	1	74	816
1159809	1160008	1	74	817
1160010	1160209	1	74	818
1160057	1160256	1	27	661
1160211	1160410	1	74	819
1160258	1160457	1	27	662
1160412	1160611	1	74	820
1160459	1160658	1	27	663
1160660	1160859	1	27	664
1160861	1161060	1	27	665
1163284	1163483	1	17	625
1163349	1163548	1	6	600
1163485	1163684	1	17	626
1166199	1166398	1	36	693
1166400	1166599	1	36	694
1166601	1166800	1	36	695
1168973	1169172	1	2	587
1169174	1169373	1	2	588
1169375	1169574	1	2	589
1169576	1169775	1	2	590
1169777	1169976	1	2	591
1170912	1171111	1	60	772
1171113	1171312	1	60	773
1171314	1171513	1	60	774
1171515	1171714	1	60	775
1171716	1171915	1	60	776
1179503	1179702	1	35	690
1179704	1179903	1	35	691
1179905	1180104	1	35	692
1204850	1205049	1	54	748
1205051	1205250	1	54	749
1205252	1205451	1	54	750
1205784	1205983	1	18	627
1205985	1206184	1	18	628
1206186	1206385	1	18	629
1206387	1206586	1	18	630
1206588	1206787	1	18	631
1207009	1207208	1	8	604
1207210	1207409	1	8	605
1216540	1216739	1	82	840
1216741	1216940	1	82	841
1216942	1217141	1	82	842
1217143	1217342	1	82	843
1217877	1218076	1	75	821
1218078	1218277	1	75	822
1218279	1218478	1	75	823
1218480	1218679	1	75	824
1218681	1218880	1	75	825
1219392	1219591	1	45	721
1219593	1219792	1	45	722
1221455	1221654	1	10	608
1222693	1222892	1	24	652
1224471	1224670	1	29	671
1224672	1224871	1	29	672
1224873	1225072	1	29	673
1225074	1225273	1	29	674
1234217	1234416	1	64	785
1234418	1234617	1	64	786
1241510	1241709	1	31	678
1241711	1241910	1	31	679
1241912	1242111	1	31	680
1242113	1242312	1	31	681
1244349	1244548	1	50	741
1244550	1244749	1	50	742
1244751	1244950	1	50	743
1244952	1245151	1	50	744
1249213	1249412	1	62	779
1249414	1249613	1	62	780
1249615	1249814	1	62	781
1256863	1257062	1	84	849
1257064	1257263	1	84	850
1257265	1257464	1	84	851
1257466	1257665	1	84	852
1258343	1258542	1	32	682
1258544	1258743	1	32	683
1258745	1258944	1	32	684
1258946	1259145	1	32	685
1260928	1261127	1	13	613
1261129	1261328	1	13	614
1261330	1261529	1	13	615
1261531	1261730	1	13	616
1261732	1261931	1	13	617
1271067	1271266	1	22	644
1271268	1271467	1	22	645
1271469	1271668	1	22	646
1294382	1294581	1	37	696
1294583	1294782	1	37	697
1294784	1294983	1	37	698
1294985	1295184	1	37	699
1298057	1298256	1	15	619
1307132	1307331	1	51	745
1310770	1310969	1	39	703
1310971	1311170	1	39	704
1311172	1311371	1	39	705
1311373	1311572	1	39	706
1311574	1311773	1	39	707
1311767	1311966	1	69	802
1311968	1312167	1	69	803
1312169	1312368	1	69	804
1321108	1321307	1	92	873
1321309	1321508	1	92	874
1321510	1321709	1	92	875
1325291	1325490	1	61	777
1325492	1325691	1	61	778
1328510	1328709	1	86	855
1328711	1328910	1	86	856
1328912	1329111	1	86	857
1330173	1330372	1	5	596
1330374	1330573	1	5	597
1330575	1330774	1	5	598
1330776	1330975	1	5	599
1334485	1334684	1	67	795
1334686	1334885	1	67	796
1338397	1338596	1	38	700
1338598	1338797	1	38	701
1338799	1338998	1	38	702
1341492	1341691	1	71	807
1341693	1341892	1	71	808
1341894	1342093	1	71	809
1342095	1342294	1	71	810
1346157	1346356	1	96	889
1346358	1346557	1	96	890
1346559	1346758	1	96	891
1346760	1346959	1	96	892
1349159	1349358	1	80	834
1349268	1349467	1	7	601
1349469	1349668	1	7	602
1349670	1349869	1	7	603
1350383	1350582	1	66	792
1350584	1350783	1	66	793
1350785	1350984	1	66	794
1360499	1360698	1	25	653
1360700	1360899	1	25	654
1360754	1360953	1	76	826
1360901	1361100	1	25	655
1362182	1362381	1	55	751
1362383	1362582	1	55	752
1362416	1362615	1	4	595
1362584	1362783	1	55	753
1362783	1362982	1	40	708
1362785	1362984	1	55	754
1362984	1363183	1	40	709
1362986	1363185	1	55	755
1363185	1363384	1	40	710
1363386	1363585	1	40	711
1363587	1363786	1	40	712
1363862	1364061	1	72	811
1364429	1364628	1	19	632
1364630	1364829	1	19	633
1364831	1365030	1	19	634
1365032	1365231	1	19	635
1365233	1365432	1	19	636
1365274	1365473	1	68	797
1365475	1365674	1	68	798
1365676	1365875	1	68	799
1365877	1366076	1	68	800
1366078	1366277	1	68	801
1372378	1372577	1	42	716
1372957	1373156	1	48	732
1373158	1373357	1	48	733
1373359	1373558	1	48	734
1373560	1373759	1	48	735
1379284	1379483	1	21	639
1379485	1379684	1	21	640
1379686	1379885	1	21	641
1379887	1380086	1	21	642
1380088	1380287	1	21	643
1382406	1382605	1	94	880
1382607	1382806	1	94	881
1382737	1382936	1	44	720
1382808	1383007	1	94	882
1383009	1383208	1	94	883
1383557	1383756	1	11	609
1391415	1391614	1	56	756
1391616	1391815	1	56	757
1391817	1392016	1	56	758
1392018	1392217	1	56	759
1403547	1403746	1	41	713
1403748	1403947	1	41	714
1403949	1404148	1	41	715
1404931	1405130	1	20	637
1405132	1405331	1	20	638
1411050	1411249	1	46	723
1411251	1411450	1	46	724
1411452	1411651	1	46	725
1411653	1411852	1	46	726
1411689	1411888	1	63	782
1411890	1412089	1	63	783
1412091	1412290	1	63	784
1412097	1412296	1	30	675
1412298	1412497	1	30	676
1412499	1412698	1	30	677
1412609	1412808	1	89	862
1412810	1413009	1	89	863
1413011	1413210	1	89	864
1413212	1413411	1	89	865
1418852	1419051	1	77	827
1419053	1419252	1	77	828
1426876	1427075	1	14	618
1439493	1439692	1	91	868
1439694	1439893	1	91	869
1439895	1440094	1	91	870
1440096	1440295	1	91	871
1440297	1440496	1	91	872
1443626	1443825	1	3	592
1443827	1444026	1	3	593
1444028	1444227	1	3	594
1449266	1449465	1	0	578
1449467	1449666	1	0	579
1449668	1449867	1	0	580
1449869	1450068	1	0	581
1453558	1453757	1	78	829
1453759	1453958	1	78	830
1453960	1454159	1	78	831
1455129	1455328	1	58	765
1455330	1455529	1	58	766
1455531	1455730	1	58	767
1455732	1455931	1	58	768
1455933	1456132	1	58	769
1463915	1464114	1	65	787
1464116	1464315	1	65	788
1464317	1464516	1	65	789
1464518	1464717	1	65	790
1464719	1464918	1	65	791
1470946	1471145	1	79	832
1471147	1471346	1	79	833
1478408	1478607	1	85	853
1478609	1478808	1	85	854
1481920	1482119	1	53	747
1484562	1484761	1	97	893
1484763	1484962	1	97	894
1484964	1485163	1	97	895
1485165	1485364	1	97	896
1503968	1504167	1	26	656
1504169	1504368	1	26	657
1504370	1504569	1	26	658
1504571	1504770	1	26	659
1504772	1504971	1	26	660
1509367	1509566	1	1	582
1509568	1509767	1	1	583
1509769	1509968	1	1	584
1509970	1510169	1	1	585
1510127	1510326	1	9	606
1510171	1510370	1	1	586
1510328	1510527	1	9	607
1510742	1510941	1	23	647
1510943	1511142	1	23	648
1511144	1511343	1	23	649
1511345	1511544	1	23	650
1511546	1511745	1	23	651
1512685	1512884	1	93	876
1512886	1513085	1	93	877
1513087	1513286	1	93	878
1513288	1513487	1	93	879
1519858	1520057	1	16	620
1520059	1520258	1	16	621
1520260	1520459	1	16	622
1520461	1520660	1	16	623
1520662	1520861	1	16	624
1521784	1521983	1	34	687
1521985	1522184	1	34	688
1522186	1522385	1	34	689
1522884	1523083	1	59	770
1523085	1523284	1	59	771
1523634	1523833	1	28	666
1523835	1524034	1	28	667
1524036	1524235	1	28	668
1524237	1524436	1	28	669
1524438	1524637	1	28	670
1529043	1529242	1	95	884
1529244	1529443	1	95	885
1529445	1529644	1	95	886
1529646	1529845	1	95	887
1529847	1530046	1	95	888
1533331	1533530	1	98	897
1533532	1533731	1	98	898
1538286	1538485	1	70	805
1538487	1538686	1	70	806
1539300	1539499	1	90	866
1539501	1539700	1	90	867
1540616	1540815	1	49	736
1540817	1541016	1	49	737
1541018	1541217	1	49	738
1541219	1541418	1	49	739
1541420	1541619	1	49	740
1574578	1574777	1	79	1138
1574779	1574978	1	79	1139
1575182	1575381	1	91	1174
1575383	1575582	1	91	1175
1575584	1575783	1	91	1176
1586313	1586512	1	6	919
1590403	1590602	1	48	1041
1590604	1590803	1	48	1042
1591113	1591312	1	39	1015
1592353	1592552	1	8	924
1592554	1592753	1	8	925
1594488	1594687	1	96	1194
1594614	1594813	1	28	981
1594689	1594888	1	96	1195
1594815	1595014	1	28	982
1594890	1595089	1	96	1196
1595016	1595215	1	28	983
1595217	1595416	1	28	984
1596789	1596988	1	24	966
1596990	1597189	1	24	967
1597191	1597390	1	24	968
1597392	1597591	1	24	969
1597593	1597792	1	24	970
1601178	1601377	1	92	1177
1601379	1601578	1	92	1178
1601580	1601779	1	92	1179
1601781	1601980	1	92	1180
1608087	1608286	1	78	1136
1608288	1608487	1	78	1137
1613644	1613843	1	49	1043
1613845	1614044	1	49	1044
1617737	1617936	1	75	1130
1617938	1618137	1	75	1131
1621147	1621346	1	22	961
1621348	1621547	1	22	962
1621549	1621748	1	22	963
1621750	1621949	1	22	964
1630440	1630639	1	94	1184
1630641	1630840	1	94	1185
1630842	1631041	1	94	1186
1631043	1631242	1	94	1187
1631244	1631443	1	94	1188
1632854	1633053	1	51	1047
1636441	1636640	1	72	1119
1636642	1636841	1	72	1120
1636843	1637042	1	72	1121
1637044	1637243	1	72	1122
1637146	1637345	1	2	910
1637245	1637444	1	72	1123
1642705	1642904	1	83	1150
1642906	1643105	1	83	1151
1643107	1643306	1	83	1152
1643308	1643507	1	83	1153
1643311	1643510	1	90	1173
1650595	1650794	1	18	949
1650961	1651160	1	36	1008
1660217	1660416	1	95	1189
1660418	1660617	1	95	1190
1660619	1660818	1	95	1191
1660820	1661019	1	95	1192
1661021	1661220	1	95	1193
1681779	1681978	1	32	997
1681980	1682179	1	32	998
1682181	1682380	1	32	999
1685495	1685694	1	37	1009
1685696	1685895	1	37	1010
1685897	1686096	1	37	1011
1692683	1692882	1	73	1124
1692884	1693083	1	73	1125
1693085	1693284	1	73	1126
1693286	1693485	1	73	1127
1693487	1693686	1	73	1128
1696819	1697018	1	69	1105
1697020	1697219	1	69	1106
1697221	1697420	1	69	1107
1697422	1697621	1	69	1108
1697483	1697682	1	16	943
1697623	1697822	1	69	1109
1697684	1697883	1	16	944
1697885	1698084	1	16	945
1698086	1698285	1	16	946
1698287	1698486	1	16	947
1717699	1717898	1	42	1021
1717900	1718099	1	42	1022
1718101	1718300	1	42	1023
1721788	1721987	1	76	1132
1724104	1724303	1	1	906
1724305	1724504	1	1	907
1724506	1724705	1	1	908
1724707	1724906	1	1	909
1732595	1732794	1	93	1181
1732796	1732995	1	93	1182
1732997	1733196	1	93	1183
1736243	1736442	1	68	1100
1736444	1736643	1	68	1101
1736645	1736844	1	68	1102
1736846	1737045	1	68	1103
1737047	1737246	1	68	1104
1738174	1738373	1	7	920
1738375	1738574	1	7	921
1738576	1738775	1	7	922
1738777	1738976	1	7	923
1739883	1740082	1	58	1069
1746604	1746803	1	55	1058
1746805	1747004	1	55	1059
1747006	1747205	1	55	1060
1747207	1747406	1	55	1061
1748095	1748294	1	19	950
1748296	1748495	1	19	951
1748497	1748696	1	19	952
1755065	1755264	1	50	1045
1755266	1755465	1	50	1046
1756930	1757129	1	71	1115
1757131	1757330	1	71	1116
1757332	1757531	1	71	1117
1757533	1757732	1	71	1118
1760863	1761062	1	87	1162
1761064	1761263	1	87	1163
1761265	1761464	1	87	1164
1761466	1761665	1	87	1165
1770549	1770748	1	26	975
1770750	1770949	1	26	976
1770951	1771150	1	26	977
1771152	1771351	1	26	978
1771900	1772099	1	65	1091
1772101	1772300	1	65	1092
1772205	1772404	1	44	1027
1772248	1772447	1	11	932
1772302	1772501	1	65	1093
1772406	1772605	1	44	1028
1772449	1772648	1	11	933
1772503	1772702	1	65	1094
1772607	1772806	1	44	1029
1772650	1772849	1	11	934
1772808	1773007	1	44	1030
1773009	1773208	1	44	1031
1778382	1778581	1	56	1062
1778583	1778782	1	56	1063
1786563	1786762	1	21	957
1786764	1786963	1	21	958
1786896	1787095	1	80	1140
1786965	1787164	1	21	959
1787097	1787296	1	80	1141
1787166	1787365	1	21	960
1787298	1787497	1	80	1142
1787461	1787660	1	12	935
1793236	1793435	1	99	1205
1793626	1793825	1	97	1197
1793827	1794026	1	97	1198
1794028	1794227	1	97	1199
1794229	1794428	1	97	1200
1794430	1794629	1	97	1201
1802394	1802593	1	67	1099
1804154	1804353	1	89	1171
1804355	1804554	1	89	1172
1805950	1806149	1	82	1145
1806151	1806350	1	82	1146
1806352	1806551	1	82	1147
1806553	1806752	1	82	1148
1806754	1806953	1	82	1149
1826796	1826995	1	52	1048
1826997	1827196	1	52	1049
1827198	1827397	1	52	1050
1827377	1827576	1	46	1036
1827399	1827598	1	52	1051
1827578	1827777	1	46	1037
1835488	1835687	1	98	1202
1835689	1835888	1	98	1203
1835890	1836089	1	98	1204
1855369	1855568	1	4	915
1855570	1855769	1	4	916
